name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,zone,slack_weight,min_p_mw,max_p_mw,bus_name,type,controllable,max_vm_pu,min_vm_pu,in_service_old_bess
 'CAPPAGH_WHIT',265,0,1.05,,-17.09157347,17.09157347,1,FALSE,TRUE,8,0,0,52,52771,17,TRUE,1.1,0.9,
 'Garracummer',278,0,1.05,,-12.12844348,12.12844348,1,FALSE,TRUE,8,0,0,36.9,52700,17,TRUE,1.1,0.9,
 'Beale_Hill_2',281,0,1,,-0.838144468,0.838144468,1,FALSE,TRUE,5,0,0,2.55,52677,17,TRUE,1.1,0.9,
   'TOURNAFU',282,0,1.05,,-5.620498199,5.620498199,1,FALSE,TRUE,5,0,0,17.1,52676,17,TRUE,1.1,0.9,
   'KNOCKAWA ph2',283,0,1,,-7.395392367,7.395392367,1,FALSE,TRUE,5,0,0,22.5,52675,17,TRUE,1.1,0.9,
   'KNOCKAWA',283,0,1,,-2.169315094,2.169315094,1,FALSE,TRUE,5,0,0,6.6,52675,17,TRUE,1.1,0.9,
   'TOURNAFU_2',285,0,1,,-2.465130789,2.465130789,1,FALSE,TRUE,5,0,0,7.5,52673,17,TRUE,1.1,0.9,
    'BEALEHI',286,0,1,,-0.427289337,0.427289337,1,FALSE,TRUE,5,0,0,1.3,52672,17,TRUE,1.1,0.9,
    'BEALEHI_2',287,0,1,,-0.525894568,0.525894568,1,FALSE,TRUE,5,0,0,1.6,52671,17,TRUE,1.1,0.9,
Knockbrack Solar Farm(prev. Abbeyfeale),301,0,1,,-1.640133685,1.640133685,1,FALSE,FALSE,5,0,0,4.99,,23,TRUE,1.1,0.9,
   'MOANMORE',311,0,1.04,,-4.141419725,4.141419725,1,FALSE,TRUE,4,0,0,12.6,52271,17,TRUE,1.1,0.9,
 'Timahoe Nort',322,0,1,,-49.30261578,49.30261578,1,FALSE,TRUE,11,0,0,150,52171,23,TRUE,1.1,0.9,
     'TURLG1',324,69.35,1,,-144,188,1,TRUE,TRUE,11,1,-350,292,52071,99,TRUE,1.1,0.9,
 'Croaghonagh',325,0,1,,-45.39127493,45.39127493,1,FALSE,TRUE,1,0,0,138.1,51972,17,TRUE,1.1,0.9,
Shanagraigue Solar,334,0,1,,-1.640133685,1.640133685,1,FALSE,TRUE,10,0,0,4.99,,23,TRUE,1.1,0.9,
     'Tynagh',335,0,1.05,,-61,95,1,FALSE,TRUE,3,0,0,142,51772,9,TRUE,1.1,0.9,
     'Tynagh_2',336,155,1.05,,-91,143,1,FALSE,TRUE,3,0,155,263,51771,9,TRUE,1.1,0.9,
 'Shantallow',337,0,1,,-11.50394368,11.50394368,1,FALSE,TRUE,2,0,0,35,51671,23,TRUE,1.1,0.9,
Shantallow Wind Farm,337,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
  'Seal_Rock',346,81,1.05,,-29.52,46.5,1,FALSE,TRUE,5,0,39,86,50574,15,TRUE,1.1,0.9,
  'Seal_Rock_2',347,81,1.05,,-29.5,46.5,1,FALSE,TRUE,5,0,39,86,50573,15,TRUE,1.1,0.9,
     'PBEGG6',351,25,1.05,,-90,130,1,FALSE,TRUE,11,0,25,163.1875,50276,9,TRUE,1.1,0.9,
     'PBEGG5',352,0,1.05,,-63,100,1,FALSE,TRUE,11,0,0,150,50275,9,TRUE,1.1,0.9,
     'PBEGG4',353,0,1.05,,-60,80,1,FALSE,TRUE,11,0,0,150,50274,9,TRUE,1.1,0.9,
    'SONNAGH',354,0,1.05,,-2.514433405,2.514433405,1,FALSE,TRUE,3,0,0,7.65,50071,17,TRUE,1.1,0.9,
Ardnadoman Solar Farm,361,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,3,0,0,4,,23,TRUE,1.1,0.9,
     'Corvin',363,0,1.05,,-0.690236621,0.690236621,1,FALSE,TRUE,1,0,0,2.1,49992,17,TRUE,1.1,0.9,
 'Glackmore_Hi',365,0,1.02,,-0.098605232,0.098605232,1,FALSE,TRUE,1,0,0,0.3,49979,17,TRUE,1.1,0.9,
 'Glackmore_Hi_2',366,0,1.02,,-0.460157747,0.460157747,1,FALSE,TRUE,1,0,0,1.4,49978,17,TRUE,1.1,0.9,
 'Glackmore_Hi_3',367,0,1.02,,-0.197210463,0.197210463,1,FALSE,TRUE,1,0,0,0.6,49977,17,TRUE,1.1,0.9,
  'Flughland',368,0,1.04,,-3.023893768,3.023893768,1,FALSE,TRUE,1,0,0,9.2,49976,17,TRUE,1.1,0.9,
   'MEENKEER',369,0,1.04,,-1.380473242,1.380473242,1,FALSE,TRUE,1,0,0,4.2,49975,17,TRUE,1.1,0.9,
    'THREETR',370,0,1.04,,-1.396907447,1.396907447,1,FALSE,TRUE,1,0,0,4.25,49974,17,TRUE,1.1,0.9,
 'SORNE_HILL',371,0,1.05,,-2.432262378,2.432262378,1,FALSE,TRUE,1,0,0,7.4,49973,17,TRUE,1.1,0.9,
 'single_turbi',372,0,1.04,,-0.755973442,0.755973442,1,FALSE,TRUE,1,0,0,2.3,49972,17,TRUE,1.1,0.9,
 'Sorne_Hill_2',373,0,1.05,,-10.35354931,10.35354931,1,FALSE,TRUE,1,0,0,31.5,49971,17,TRUE,1.1,0.9,
Riverstown Wind Farm,386,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
Templehouse Community Wind Turbine,386,0,1,,-1.31,1.31,1,FALSE,TRUE,2,0,0,4,,17,TRUE,1.1,0.9,
   'MOUNTAIN',388,0,1.04,,-0.986052316,0.986052316,1,FALSE,TRUE,7,0,0,3,49672,17,TRUE,1.1,0.9,
 'Carrickallen',395,0,1.05,,-7.231050314,7.231050314,1,FALSE,TRUE,7,0,0,25,49608,17,TRUE,1.1,0.9,
    'SHANKIL ph2',397,0,1.05,,-0.991639945,0.991639945,1,FALSE,TRUE,7,0,0,3.017,49605,17,TRUE,1.1,0.9,
    'SHANKIL',397,0,1.05,,-0.230078874,0.230078874,1,FALSE,TRUE,7,0,0,0.7,49605,17,TRUE,1.1,0.9,
Drumman Solar Farm,398,0,1.05,,-2.300788736,2.300788736,1,FALSE,TRUE,7,0,0,7,,23,TRUE,1.1,0.9,
Lismeen Solar Farm,398,0,1.05,,-2.500788736,2.500788736,1,FALSE,TRUE,7,0,0,8,,23,TRUE,1.1,0.9,
    'INVERIN',400,0,1.04,,-1.084657547,1.084657547,1,FALSE,TRUE,2,0,0,3.3,49572,17,TRUE,1.1,0.9,
   'Leitir_G',401,0,1.05,,-6.902366209,6.902366209,1,FALSE,TRUE,2,0,0,21,49571,17,TRUE,1.1,0.9,
 'Shannonbridg',407,0,1,66.36,-20.77283545,20.77283545,1,FALSE,TRUE,3,0,-63.2,63.2,,14,TRUE,1.1,0.9,
 'Mountain_Lod',411,0,1.05,,-1.912941492,1.912941492,1,FALSE,TRUE,7,0,0,5.82,47873,17,TRUE,1.1,0.9,
 'Mountain_Lod_2',412,0,1.05,,-8.151365808,8.151365808,1,FALSE,TRUE,7,0,0,24.8,47872,17,TRUE,1.1,0.9,
  'Ratrussan',413,0,1.05,,-15.77683705,15.77683705,1,FALSE,TRUE,7,0,0,48,47871,17,TRUE,1.1,0.9,
Cleggil Solar Park Extension,423,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,3,0,0,4,,23,TRUE,1.1,0.9,
Cloondara Solar Park (prev Fishertown),423,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,3,0,0,4,,23,TRUE,1.1,0.9,
Cleggill Solar Park,423,0,1,,-2.629472841,2.629472841,1,FALSE,TRUE,3,0,0,8,,23,TRUE,1.1,0.9,
Ballykenny Solar,423,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,3,0,0,6,,23,TRUE,1.1,0.9,
Lissanore Community Wind Turbine,423,0,1,,-1.64,1.64,1,FALSE,TRUE,3,0,0,5,,17,TRUE,1.1,0.9,
Lissanore Community Wind Turbine ph2,423,0,1,,-1,1,1,FALSE,TRUE,3,0,0,4.5,,17,TRUE,1.1,0.9,
    'GROUSEL',425,0,1,,-4.930261578,4.930261578,1,FALSE,TRUE,5,0,0,15,46874,17,TRUE,1.1,0.9,
   'RATHCAHI',426,0,1,,-4.108551315,4.108551315,1,FALSE,TRUE,5,0,0,12.5,46873,17,TRUE,1.1,0.9,
  'Carrons_1',427,0,1,,-0.755973442,0.755973442,1,FALSE,TRUE,5,0,0,2.3,46870,17,TRUE,1.1,0.9,
Dublin Waste_1,439,0,1,,-27,42,1,FALSE,TRUE,11,0,0,61,46511,15,TRUE,1.1,0.9,
Dublin Waste,441,0.1,1,,-1,1,1,FALSE,TRUE,11,0,0,2.5,46503,15,TRUE,1.1,0.9,
 'PBEGG_BESS',462,0,1,80.85,-25.3086761,25.3086761,1,FALSE,TRUE,11,0,-77,77,,14,TRUE,1.1,0.9,
 'PBEGG_FLEX',463,0,1,,-23.00788736,23.00788736,1,FALSE,TRUE,11,0,0,70,44703,9,TRUE,1.1,0.9,
   'POLLG1_4_2',468,4,1.05,,-1,3,1,FALSE,FALSE,11,0,5,15,44471,13,TRUE,1.1,0.9,
   'POLLG1_4_3',468,4,1.05,,-1,3,1,FALSE,FALSE,11,0,5,15,44471,13,TRUE,1.1,0.9,
   'POLLG1_4',468,4,1.05,,-1,3,1,FALSE,TRUE,11,0,1,4,44471,13,TRUE,1.1,0.9,
 'Huntstown AD',469,0.4,1.05,,-0.65736821,0.65736821,1,FALSE,TRUE,11,0,0,2,44072,9,TRUE,1.1,0.9,
 'Huntstown AD_2',470,0.4,1.05,,-0.65736821,0.65736821,1,FALSE,TRUE,11,0,0,2,44071,9,TRUE,1.1,0.9,
 'Carrowleagh',473,0,1.05,,-11.22456219,11.22456219,1,FALSE,TRUE,2,0,0,34.15,43774,17,TRUE,1.1,0.9,
 'Bunnyconnell',474,0,1.05,,-9.203154945,9.203154945,1,FALSE,TRUE,2,0,0,28,43771,17,TRUE,1.1,0.9,
Chafhill Wind Farm (prev. Glenree),481,0,1,,-1.53,1.53,1,FALSE,TRUE,2,0,0,4.65,,17,TRUE,1.1,0.9,
Stokane Wind Farm,481,0,1,,-1.53,1.53,1,FALSE,TRUE,2,0,0,4.65,,17,TRUE,1.1,0.9,
 'KNOCKANEDEN',483,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,5,0,0,9,43671,17,TRUE,1.1,0.9,
Knockreagh Community Solar,488,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,5,0,0,4.4,,23,TRUE,1.1,0.9,
     'Nangor',491,1.08,1.05,,-1.774894168,1.774894168,1,FALSE,TRUE,11,0,0,5.4,42872,6,TRUE,1.1,0.9,
     'Nangor_2',492,1.6,1.05,,-2.629472841,2.629472841,1,FALSE,TRUE,11,0,0,8,42871,6,TRUE,1.1,0.9,
     'Nenagh',495,0,1.01,,-0.838144468,0.838144468,1,FALSE,TRUE,8,0,0,2.55,42676,17,TRUE,1.1,0.9,
     'Nenagh_2',496,0,1.04,,-0.838144468,0.838144468,1,FALSE,TRUE,8,0,0,2.55,42675,17,TRUE,1.1,0.9,
 'Curraghgraig',497,0,1.01,,-0.838144468,0.838144468,1,FALSE,TRUE,8,0,0,2.55,42674,17,TRUE,1.1,0.9,
   'TEMPLEDE',498,0,1.01,,-1.28186801,1.28186801,1,FALSE,TRUE,8,0,0,3.9,42673,17,TRUE,1.1,0.9,
   'CURRAGHG',499,0,1.01,,-0.801989217,0.801989217,1,FALSE,TRUE,8,0,0,2.44,42672,17,TRUE,1.1,0.9,
     'NWALG5',502,20,1.05,,-20,55,1,FALSE,FALSE,11,0,20,120,42475,9,TRUE,1.1,0.9,
     'NWALG4',503,40,1.05,,-20,55,1,FALSE,FALSE,11,0,40,120,42474,9,TRUE,1.1,0.9,
Kilkeelan Phase 2 Solar Farm,515,0,1,,-0.328684105,0.328684105,1,FALSE,TRUE,7,0,0,1,,23,TRUE,1.1,0.9,
Friarspark Solar 2,515,0,1,,-0.65736821,0.65736821,1,FALSE,TRUE,7,0,0,2,,23,TRUE,1.1,0.9,
Friarspark (was Glebe Golf Course),515,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,7,0,0,4,,23,TRUE,1.1,0.9,
Dunmurry Springs PV ph2,524,0,1,,-1.25879019,1.25879019,1,FALSE,TRUE,11,0,0,4,,23,TRUE,1.1,0.9,
 'MeenadreenSo',528,0,1,,-1.183262779,1.183262779,1,FALSE,TRUE,1,0,0,3.6,40973,17,TRUE,1.1,0.9,
 'Croaghnameal',529,0,1,,-1.396907447,1.396907447,1,FALSE,TRUE,1,0,0,4.25,40972,17,TRUE,1.1,0.9,
   'Mulreavy',530,0,1.05,,-26.95209662,26.95209662,1,FALSE,TRUE,1,0,0,82,40971,17,TRUE,1.1,0.9,
  'Meentycat',541,0,1.05,,-4.601577473,4.601577473,1,FALSE,TRUE,1,0,0,14,40773,17,TRUE,1.1,0.9,
  'Meentycat_2',542,0,1.05,,-5.93603494,5.93603494,1,FALSE,TRUE,1,0,0,18.06,40772,17,TRUE,1.1,0.9,
  'Meentycat_3',543,0,1.05,,-17.38738916,17.38738916,1,FALSE,TRUE,1,0,0,52.9,40771,17,TRUE,1.1,0.9,
Xerox BESS,545,0,1,,-6.293950951,6.293950951,1,FALSE,TRUE,7,0,-20,20,,23,TRUE,1.1,0.9,
     'LACKAN',546,0,1.05,,-1.972104631,1.972104631,1,FALSE,TRUE,2,0,0,6,40471,17,TRUE,1.1,0.9,
Carrowgarve Solar,550,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,2,0,0,4,,23,TRUE,1.1,0.9,
Crossfield,552,0,1,,-1.640133685,1.640133685,1,FALSE,TRUE,5,0,0,4.99,,23,TRUE,1.1,0.9,
Tullynally Estate,558,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,3,0,0,4,,23,TRUE,1.1,0.9,
WEP Solar Slanemore Mullingar,558,0,1,,-5.587629788,5.587629788,1,FALSE,TRUE,3,0,0,17,,23,TRUE,1.1,0.9,
Tromra Community WT,558,0,1,,-1.64,1.64,1,FALSE,TRUE,3,0,0,5,,17,TRUE,1.1,0.9,
 'Moneypoint',565,0,1.05,,-5.751971841,5.751971841,1,FALSE,TRUE,5,0,0,17.5,39474,17,TRUE,1.1,0.9,
   'Bawnmore',571,0,1.04,,-8.315707861,8.315707861,1,FALSE,TRUE,5,0,0,25.3,38870,17,TRUE,1.1,0.9,
Knockglass Solar Farm,572,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,5,0,0,4,,23,TRUE,1.1,0.9,
Berrings Solar Farm,572,0,1,,-4.601577473,4.601577473,1,FALSE,TRUE,5,0,0,14,,23,TRUE,1.1,0.9,
 'Baille Foods',577,0.78,1.05,,-1.28186801,1.28186801,1,FALSE,TRUE,7,0,0,3.9,38274,99,TRUE,1.1,0.9,
   'MULLANAN',578,0,1.05,,-2.465130789,2.465130789,1,FALSE,TRUE,7,0,0,7.5,38273,17,TRUE,1.1,0.9,
   'GARTNANE',579,0,1.04,,-1.479078473,1.479078473,1,FALSE,TRUE,7,0,0,4.5,38272,17,TRUE,1.1,0.9,
   'GARTNANE_2',580,0,1.04,,-3.451183104,3.451183104,1,FALSE,TRUE,7,0,0,10.5,38271,17,TRUE,1.1,0.9,
    'CROCANE_2',599,1.36,1.01,,-0.525894568,0.525894568,1,FALSE,FALSE,10,0,0,1.6,38071,17,TRUE,1.1,0.9,
    'CROCANE',599,0,1.01,,-0.525894568,0.525894568,1,FALSE,TRUE,10,0,0,1.6,38071,17,TRUE,1.1,0.9,
Lurrig Solar Farm,601,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,10,0,0,4,,23,TRUE,1.1,0.9,
Tead More Solar (Meelshane),601,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,10,0,0,4,,23,TRUE,1.1,0.9,
Malapardas Solar,601,0,1,,-1.804475737,1.804475737,1,FALSE,FALSE,10,0,0,5.49,,23,TRUE,1.1,0.9,
Ballyduff PV,601,0,1,,-2.300788736,2.300788736,1,FALSE,TRUE,10,0,0,7,,23,TRUE,1.1,0.9,
Ballyspillane West Solar Farm,601,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,10,0,0,9,,23,TRUE,1.1,0.9,
Carrigogna Solar,601,0,1,,-3.286841052,3.286841052,1,FALSE,TRUE,10,0,0,10,,23,TRUE,1.1,0.9,
Ballyduff PV ph 2,601,0,1,,-2.51758038,2.51758038,1,FALSE,TRUE,10,0,0,8,,23,TRUE,1.1,0.9,
 'Castledockri',1007,0,1.05,,-5.291814093,5.291814093,1,FALSE,TRUE,9,0,0,16.1,19974,17,TRUE,1.1,0.9,
 'BALLYCA_20',617,0,1.05,,-4.963129988,4.963129988,1,FALSE,TRUE,9,0,0,15.1,36471,17,TRUE,1.1,0.9,
 'Gilbbet_Hill',612,0,1.04,,-4.864524757,4.864524757,1,FALSE,TRUE,9,0,0,14.8,36476,17,TRUE,1.1,0.9,
   'CARNSORE',164,0,1.04,,-3.911340852,3.911340852,1,FALSE,TRUE,9,0,0,11.9,55071,17,TRUE,1.1,0.9,
 'Ballywater',1351,0,1.05,,-3.451183104,3.451183104,1,FALSE,TRUE,9,0,0,10.5,12372,17,TRUE,1.1,0.9,
 'Ballycaddan',56,0,1.05,,-3.208614235,3.208614235,1,FALSE,TRUE,9,0,0,9.762,68306,17,TRUE,1.1,0.9,
The Dell Solar,624,0,1,,-6.573682104,6.573682104,1,FALSE,TRUE,9,0,0,20,,23,TRUE,1.1,0.9,
    'Lisheen',626,0,1.05,,-9.466102229,9.466102229,1,FALSE,TRUE,8,0,0,28.8,36273,17,TRUE,1.1,0.9,
    'LISH-1a',627,0,1.05,,-6.244997998,6.244997998,1,FALSE,TRUE,8,0,0,19,36272,17,TRUE,1.1,0.9,
     'LISH-1',628,0,1.05,,-11.83262779,11.83262779,1,FALSE,TRUE,8,0,0,36,36271,17,TRUE,1.1,0.9,
    'Lenalea and Drumnahough',636,0,1.05,,-34.51183104,34.51183104,1,FALSE,TRUE,1,0,0,102.5,35971,17,TRUE,1.1,0.9,
   'LURGANBO',641,0,1.04,,-1.640133685,1.640133685,1,FALSE,TRUE,1,0,0,4.99,35877,17,TRUE,1.1,0.9,
   'CULLIAGH_2',642,9.9792,1.04,,-3.90476717,3.90476717,1,FALSE,FALSE,1,0,0,11.88,35876,17,TRUE,1.1,0.9,
   'CULLIAGH',642,0,1.04,,-3.90476717,3.90476717,1,FALSE,TRUE,1,0,0,11.88,35876,17,TRUE,1.1,0.9,
    'CARK(1)',643,0,1.04,,-4.930261578,4.930261578,1,FALSE,TRUE,1,0,0,15,35875,17,TRUE,1.1,0.9,
   'MEENANIL',644,0,1.04,,-1.117525958,1.117525958,1,FALSE,TRUE,1,0,0,3.4,35873,17,TRUE,1.1,0.9,
   'MEENANIL_2',645,0,1.04,,-0.805276058,0.805276058,1,FALSE,TRUE,1,0,0,2.45,35872,17,TRUE,1.1,0.9,
   'MEENANIL_3',646,0,1.04,,-0.838144468,0.838144468,1,FALSE,TRUE,1,0,0,2.55,35871,17,TRUE,1.1,0.9,
    'Cloghan',656,0,1.05,,-11.17525958,11.17525958,1,FALSE,TRUE,3,0,0,34,35772,17,TRUE,1.1,0.9,
 'Derrycarney ',657,0,1,105,-32.86841052,32.86841052,1,FALSE,TRUE,3,0,-100,100,,14,TRUE,1.1,0.9,
Loughteague Solar,666,0,1,,-26.29472841,26.29472841,1,FALSE,TRUE,11,0,0,80,5274,23,TRUE,1.1,0.9,
Islanduane Solar Farm,669,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,5,0,0,5,,23,TRUE,1.1,0.9,
Mungret Solar,669,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,5,0,0,5,,23,TRUE,1.1,0.9,
Kilballyowen Windfarm,669,0,1,,-1.64,1.64,1,FALSE,TRUE,5,0,0,5,,17,TRUE,1.1,0.9,
 'Roxborough',675,0,1.05,,-1.626986321,1.626986321,1,FALSE,TRUE,3,0,0,4.95,35076,17,TRUE,1.1,0.9,
     'SKRINE',677,0,1.01,,-1.511946884,1.511946884,1,FALSE,TRUE,3,0,0,4.6,35071,17,TRUE,1.1,0.9,
Derrymany Wind Farm,681,0,1,,-1.64,1.64,1,FALSE,TRUE,3,0,0,5,,17,TRUE,1.1,0.9,
Kilcash Community Wind Turbine,681,0,1,,-0.986,0.986,1,FALSE,TRUE,3,0,0,3,,17,TRUE,1.1,0.9,
Kilcash ph2,681,0,1,,-1.2,1.2,1,FALSE,TRUE,3,0,0,4.5,,17,TRUE,1.1,0.9,
  'Kelwin P3',683,0,1.05,,-13.67325878,13.67325878,1,FALSE,TRUE,5,0,0,41.6,34872,17,TRUE,1.1,0.9,
     'Kelwin',684,0,1.05,,-8.742997198,8.742997198,1,FALSE,TRUE,5,0,0,26.6,34871,17,TRUE,1.1,0.9,
   'KNOCKACU',691,0,1.05,,-34.51183104,34.51183104,1,FALSE,TRUE,5,0,0,105,33971,17,TRUE,1.1,0.9,
    'GNEEVES',699,0,1,,-3.073196383,3.073196383,1,FALSE,TRUE,5,0,0,9.35,33072,17,TRUE,1.1,0.9,
   'WEDCROSS',700,0,1,,-1.479078473,1.479078473,1,FALSE,TRUE,5,0,0,4.5,33071,17,TRUE,1.1,0.9,
Madam's Hill Solar Park,705,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,5,0,0,9,,23,TRUE,1.1,0.9,
Ballytobin Extension,712,0,1,,-0.325397264,0.325397264,1,FALSE,TRUE,9,0,0,0.99,,23,TRUE,1.1,0.9,
Thomastown Road Solar,712,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,9,0,0,4,,23,TRUE,1.1,0.9,
Keatingstown Solar Farm,712,0,1,,-1.972104631,1.972104631,1,FALSE,TRUE,9,0,0,6,,23,TRUE,1.1,0.9,
 'Muingnaminna',714,0,1,,-1.347604831,1.347604831,1,FALSE,TRUE,5,0,0,4.1,32577,17,TRUE,1.1,0.9,
 'MUINGNAMIN',715,0,1,,-3.681261978,3.681261978,1,FALSE,TRUE,5,0,0,11.2,32576,17,TRUE,1.1,0.9,
 'Knocknagoum_2',723,0,1.05,,-13.98550868,13.98550868,1,FALSE,TRUE,5,0,0,42.55,32508,17,TRUE,1.1,0.9,
 'Knocknagoum_3',723,0,1.05,,-3.29E-07,3.29E-07,1,FALSE,TRUE,5,0,0,1.00E-06,32508,17,TRUE,1.1,0.9,
 'Knocknagoum',723,36.1675,1.05,,-13.98550868,13.98550868,1,FALSE,FALSE,5,0,0,42.55,32508,17,TRUE,1.1,0.9,
   'PLUCKANE',737,0,1.05,,-0.262947284,0.262947284,1,FALSE,TRUE,10,0,0,0.8,32271,17,TRUE,1.1,0.9,
Drumgarriff South Solar,738,0,1,,-1.640133685,1.640133685,1,FALSE,TRUE,10,0,0,4.99,,23,TRUE,1.1,0.9,
